battery_id,test_cycle,nominal_voltage_V,internal_resistance_mOhm,capacity_mAh,SOH_percent,temperature_delivery_C,self_discharge_rate_percent_per_month,qc_status
BAT_0096,10,3.633,24.08,2532.48,98.82,17.81,1.85,PASS
BAT_0096,11,3.712,28.18,2479.19,97.93,25.48,1.51,PASS
BAT_0096,12,3.683,28.64,2531.0,99.06,19.71,1.07,PASS
BAT_0096,13,3.72,21.78,2518.49,99.56,26.26,0.86,PASS
BAT_0096,14,3.472,50.94,2196.97,76.76,47.84,4.41,FAIL
BAT_0096,15,3.619,33.37,2367.49,93.65,37.41,2.08,WARNING
BAT_0096,16,3.725,23.31,2463.08,99.41,34.52,0.88,PASS
BAT_0096,17,3.665,23.26,2396.58,97.37,30.73,1.61,PASS
BAT_0096,18,3.72,20.25,2390.4,99.95,27.05,1.24,PASS
BAT_0096,19,3.732,27.64,2422.9,99.23,28.4,1.14,PASS
BAT_0096,20,3.672,24.35,2398.81,98.88,17.3,1.91,PASS
BAT_0096,21,3.724,29.8,2496.41,97.72,28.66,1.32,PASS
BAT_0096,22,3.743,28.73,2541.81,98.71,23.03,1.52,PASS
BAT_0096,23,3.643,23.44,2503.71,97.41,20.15,1.2,PASS
BAT_0096,24,3.605,31.49,2333.9,95.73,40.68,2.81,WARNING
BAT_0096,25,3.373,39.02,2028.98,83.75,7.05,4.47,FAIL
BAT_0096,26,3.66,23.25,2409.05,97.38,22.13,1.11,PASS
BAT_0096,27,3.703,27.61,2465.35,97.12,25.09,1.37,PASS
BAT_0096,28,3.759,27.17,2464.16,98.8,31.16,1.65,PASS
BAT_0096,29,3.666,21.96,2449.65,99.73,29.34,1.09,PASS
BAT_0096,30,3.736,21.21,2534.64,98.28,16.44,1.46,PASS
BAT_0096,31,3.764,29.45,2405.84,98.06,25.63,1.69,PASS
BAT_0096,32,3.664,26.69,2436.48,98.22,32.16,1.11,PASS
BAT_0096,33,3.604,34.6,2303.93,94.9,40.08,2.58,WARNING
BAT_0096,34,3.607,33.52,2309.59,96.93,41.54,2.47,WARNING
BAT_0096,35,3.646,29.21,2427.35,99.88,32.97,1.96,PASS
BAT_0096,36,3.967,37.63,1979.13,85.45,52.33,4.6,FAIL
BAT_0096,37,3.683,29.34,2504.72,97.66,20.01,1.22,PASS
BAT_0096,38,3.753,23.43,2419.49,97.57,16.53,0.87,PASS
BAT_0096,39,3.618,33.35,2354.2,95.13,41.46,2.57,WARNING
BAT_0096,40,3.687,28.95,2461.55,97.55,18.21,1.08,PASS
BAT_0096,41,3.694,23.97,2410.97,98.96,24.99,1.27,PASS
BAT_0096,42,3.734,28.82,2540.16,98.28,19.67,1.08,PASS
BAT_0096,43,3.703,22.89,2450.25,98.19,22.39,0.96,PASS
BAT_0096,44,3.607,31.46,2374.36,93.03,42.19,2.18,WARNING
BAT_0096,45,3.759,21.69,2424.76,99.6,18.29,1.5,PASS
BAT_0096,46,3.617,30.45,2361.15,93.66,40.38,2.97,WARNING
BAT_0096,47,3.702,20.41,2451.52,98.65,25.94,1.89,PASS
BAT_0096,48,3.71,20.91,2483.03,99.97,18.27,1.77,PASS
BAT_0096,49,3.646,23.67,2509.72,98.94,15.31,1.42,PASS
BAT_0096,50,3.665,25.7,2481.44,99.57,23.93,1.27,PASS
BAT_0097,1,3.605,34.59,2340.09,95.24,36.43,2.71,WARNING
BAT_0097,2,3.716,26.24,2454.11,97.54,24.55,1.55,PASS
BAT_0097,3,3.647,29.51,2529.01,99.47,17.13,1.74,PASS
BAT_0097,4,3.741,26.93,2391.12,98.87,19.29,1.69,PASS
BAT_0097,5,3.601,32.41,2344.46,94.04,35.22,2.14,WARNING
BAT_0097,6,3.606,32.27,2350.05,94.9,38.04,2.83,WARNING
BAT_0097,7,3.743,29.01,2406.44,98.71,31.16,1.21,PASS
BAT_0097,8,3.966,49.11,2060.43,89.24,47.59,3.65,FAIL
BAT_0097,9,3.634,23.21,2436.05,97.95,28.83,1.06,PASS
BAT_0097,10,3.686,24.08,2411.11,98.31,29.16,0.91,PASS
BAT_0097,11,3.68,22.4,2517.53,97.84,34.74,1.32,PASS
BAT_0097,12,3.682,23.28,2398.51,97.75,31.52,0.96,PASS
BAT_0097,13,3.604,31.4,2345.38,93.7,38.16,2.87,WARNING
BAT_0097,14,3.605,34.24,2360.2,95.89,37.81,2.3,WARNING
BAT_0097,15,3.674,22.17,2499.77,98.75,28.88,1.59,PASS
BAT_0097,16,3.704,21.33,2492.52,97.8,29.3,1.72,PASS
BAT_0097,17,3.71,21.2,2482.9,98.14,15.05,0.88,PASS
BAT_0097,18,3.738,28.77,2488.52,97.75,34.56,0.86,PASS
BAT_0097,19,3.636,28.9,2526.04,97.68,24.91,0.95,PASS
BAT_0097,20,3.691,22.4,2523.57,99.1,29.22,0.89,PASS
BAT_0097,21,3.436,47.06,1812.11,75.3,3.66,4.96,FAIL
BAT_0097,22,3.721,23.64,2519.89,97.6,32.06,1.84,PASS
BAT_0097,23,3.768,28.97,2417.35,99.81,22.86,1.72,PASS
BAT_0097,24,3.686,27.32,2442.68,98.07,31.97,1.21,PASS
BAT_0097,25,3.645,22.65,2455.78,99.87,19.49,1.96,PASS
BAT_0097,26,3.685,27.11,2536.96,99.69,33.96,1.71,PASS
BAT_0097,27,3.628,34.91,2322.05,95.76,42.67,2.78,WARNING
BAT_0097,28,3.61,32.0,2345.54,95.03,36.53,2.34,WARNING
BAT_0097,29,3.616,30.44,2345.18,93.26,36.99,2.28,WARNING
BAT_0097,30,3.759,28.48,2508.78,99.91,22.42,1.44,PASS
BAT_0097,31,3.325,38.64,2282.22,81.7,47.64,5.97,FAIL
BAT_0097,32,3.606,31.16,2318.59,95.07,41.42,2.82,WARNING
BAT_0097,33,3.64,26.33,2443.09,97.99,31.08,1.76,PASS
BAT_0097,34,3.692,27.09,2476.19,99.36,16.06,1.2,PASS
BAT_0097,35,3.657,24.64,2492.77,97.85,33.77,1.94,PASS
BAT_0097,36,3.767,22.46,2529.81,98.63,15.65,1.48,PASS
BAT_0097,37,3.69,29.4,2451.12,99.31,32.04,1.56,PASS
BAT_0097,38,3.724,23.56,2393.26,99.29,19.23,0.84,PASS
BAT_0097,39,3.649,27.43,2448.77,98.92,27.77,1.82,PASS
BAT_0097,40,3.67,23.71,2485.11,98.32,17.84,1.13,PASS
BAT_0097,41,3.709,22.07,2399.22,97.14,17.12,1.5,PASS
BAT_0097,42,3.55,54.14,1838.99,83.76,57.14,4.32,FAIL
BAT_0097,43,3.687,28.2,2461.4,97.11,34.48,1.98,PASS
BAT_0097,44,3.651,26.25,2403.65,98.74,32.01,0.91,PASS
BAT_0097,45,3.635,26.62,2421.34,97.09,19.78,1.46,PASS
BAT_0097,46,3.715,27.63,2392.62,98.79,18.93,1.36,PASS
BAT_0097,47,3.674,23.17,2488.6,99.81,33.85,1.82,PASS
BAT_0097,48,3.622,34.56,2374.99,96.59,40.22,2.28,WARNING
BAT_0097,49,3.978,50.81,2191.54,75.15,55.54,4.17,FAIL
BAT_0097,50,3.704,23.68,2391.56,97.92,34.17,0.99,PASS
BAT_0098,1,3.63,32.54,2314.21,93.17,38.18,2.62,WARNING
BAT_0098,2,3.602,32.51,2366.18,95.98,42.13,2.55,WARNING
BAT_0098,3,3.625,32.93,2331.15,95.65,42.0,2.25,WARNING
BAT_0098,4,3.695,27.55,2505.92,97.39,23.58,1.72,PASS
BAT_0098,5,3.74,24.0,2462.7,98.78,18.85,1.23,PASS
BAT_0098,6,3.905,43.35,1975.35,88.74,0.68,4.73,FAIL
BAT_0098,7,3.684,22.79,2461.4,99.41,33.38,0.99,PASS
BAT_0098,8,3.681,20.56,2411.09,99.75,25.39,1.24,PASS
BAT_0098,9,3.688,25.55,2432.74,97.99,19.19,1.4,PASS
BAT_0098,10,3.646,24.86,2436.95,98.06,28.2,1.13,PASS
BAT_0098,11,3.601,33.97,2357.57,93.86,39.88,2.8,WARNING
BAT_0098,12,3.706,28.05,2503.67,97.4,21.58,0.91,PASS
BAT_0098,13,3.695,26.8,2485.56,97.25,31.56,1.37,PASS
BAT_0098,14,3.671,26.65,2460.14,98.91,33.67,1.26,PASS
BAT_0098,15,3.609,30.92,2365.49,95.09,40.87,2.46,WARNING
BAT_0098,16,3.73,29.69,2389.15,97.23,20.42,0.95,PASS
BAT_0098,17,3.648,20.53,2399.03,99.82,18.07,1.18,PASS
BAT_0098,18,3.655,20.3,2533.25,97.67,17.53,1.74,PASS
BAT_0098,19,3.638,24.52,2408.03,98.21,16.75,1.55,PASS
BAT_0098,20,3.757,22.58,2490.76,98.48,27.92,1.21,PASS
BAT_0098,21,3.759,25.19,2412.34,97.0,31.51,1.38,PASS
BAT_0098,22,3.678,23.9,2425.56,98.85,23.63,1.13,PASS
BAT_0098,23,3.717,22.53,2515.0,99.26,19.86,1.07,PASS
BAT_0098,24,3.725,24.7,2430.18,97.79,15.97,0.82,PASS
BAT_0098,25,3.61,32.68,2311.31,95.85,35.76,2.79,WARNING
BAT_0098,26,3.65,22.61,2435.07,97.98,18.77,1.83,PASS
BAT_0098,27,3.639,27.04,2464.35,98.7,24.87,1.78,PASS
BAT_0098,28,3.665,27.93,2428.56,98.19,16.19,1.45,PASS
BAT_0098,29,3.636,20.23,2444.0,99.37,18.45,1.53,PASS
BAT_0098,30,3.724,24.12,2487.19,99.98,31.21,1.77,PASS
BAT_0098,31,3.625,30.76,2336.51,96.13,43.87,2.65,WARNING
BAT_0098,32,3.637,29.29,2413.75,98.82,21.92,1.33,PASS
BAT_0098,33,3.56,40.17,1868.82,78.62,50.24,5.68,FAIL
BAT_0098,34,3.685,24.62,2483.11,97.6,26.23,1.63,PASS
BAT_0098,35,3.721,21.9,2398.13,97.72,23.21,1.52,PASS
BAT_0098,36,3.818,54.98,2261.75,87.4,6.07,4.81,FAIL
BAT_0098,37,3.734,23.94,2476.8,97.84,32.92,1.21,PASS
BAT_0098,38,3.673,22.23,2525.25,97.47,19.95,1.34,PASS
BAT_0098,39,3.671,28.4,2433.32,99.41,20.95,1.84,PASS
BAT_0098,40,3.628,32.25,2324.67,95.05,38.5,2.86,WARNING
BAT_0098,41,3.657,28.03,2392.72,98.64,19.88,1.58,PASS
BAT_0098,42,3.711,29.11,2542.62,99.94,15.71,1.77,PASS
BAT_0098,43,3.698,26.12,2418.15,99.48,17.99,0.99,PASS
BAT_0098,44,3.636,20.77,2539.66,97.84,27.79,1.42,PASS
BAT_0098,45,3.355,52.51,2164.56,74.78,4.74,4.64,FAIL
BAT_0098,46,3.604,33.64,2372.38,93.03,37.81,2.72,WARNING
BAT_0098,47,3.973,43.52,2178.41,77.0,59.62,5.07,FAIL
BAT_0098,48,3.748,29.75,2543.77,98.14,17.5,1.5,PASS
BAT_0098,49,3.629,34.08,2358.59,94.82,44.88,2.71,WARNING
BAT_0098,50,3.645,23.89,2533.22,97.16,16.73,1.63,PASS
BAT_0099,1,3.752,21.04,2483.59,98.61,17.66,1.46,PASS
BAT_0099,2,3.625,31.25,2316.18,93.9,43.36,2.64,WARNING
BAT_0099,3,3.623,31.86,2322.93,93.13,41.84,2.66,WARNING
BAT_0099,4,3.719,21.02,2509.05,98.82,27.04,1.23,PASS
BAT_0099,5,3.715,22.83,2388.52,99.62,26.58,0.8,PASS
BAT_0099,6,3.709,24.72,2468.47,97.26,27.29,1.58,PASS
BAT_0099,7,3.697,26.22,2534.74,99.41,19.72,1.88,PASS
BAT_0099,8,3.736,26.25,2403.05,97.97,15.66,1.04,PASS
BAT_0099,9,3.633,24.13,2420.64,99.72,27.86,0.95,PASS
BAT_0099,10,3.441,36.89,1994.53,70.63,53.61,3.62,FAIL
BAT_0099,11,3.672,22.27,2427.89,99.33,34.72,1.75,PASS
BAT_0099,12,3.601,34.17,2307.36,95.28,39.3,2.99,WARNING
BAT_0099,13,3.602,34.94,2357.31,96.13,37.35,2.92,WARNING
BAT_0099,14,3.754,25.39,2506.51,98.27,16.87,1.88,PASS
BAT_0099,15,3.657,24.92,2509.57,99.45,34.72,1.54,PASS
BAT_0099,16,3.661,23.15,2436.51,98.33,25.43,1.19,PASS
BAT_0099,17,3.735,22.03,2459.13,98.85,16.91,1.66,PASS
BAT_0099,18,3.632,20.69,2544.93,98.2,27.28,0.98,PASS
BAT_0099,19,3.763,20.25,2475.78,97.96,22.53,1.25,PASS
BAT_0099,20,3.737,24.22,2486.77,98.27,25.79,1.17,PASS
BAT_0099,21,3.821,45.09,1825.95,86.73,57.9,3.54,FAIL
BAT_0099,22,3.934,51.6,2190.91,87.21,7.97,5.82,FAIL
BAT_0099,23,3.643,20.8,2471.43,97.81,31.51,0.9,PASS
BAT_0099,24,3.695,24.39,2478.4,98.37,19.13,1.27,PASS
BAT_0099,25,3.731,22.11,2482.39,97.73,22.52,1.56,PASS
BAT_0099,26,3.736,29.25,2520.92,98.78,18.57,1.38,PASS
BAT_0099,27,3.609,34.0,2362.31,96.62,37.05,2.23,WARNING
BAT_0099,28,3.746,28.52,2498.7,99.81,18.78,0.98,PASS
BAT_0099,29,3.705,21.7,2399.13,99.11,21.17,1.69,PASS
BAT_0099,30,3.724,25.5,2518.7,99.79,22.82,1.44,PASS
BAT_0099,31,3.76,26.74,2477.68,99.14,16.59,1.36,PASS
BAT_0099,32,3.648,22.79,2524.49,97.44,24.38,1.96,PASS
BAT_0099,33,3.641,24.24,2375.59,99.38,21.22,1.44,PASS
BAT_0099,34,3.68,25.7,2411.73,99.15,27.46,1.79,PASS
BAT_0099,35,3.757,21.35,2455.75,98.87,18.89,1.76,PASS
BAT_0099,36,3.768,24.71,2448.42,99.74,26.99,1.28,PASS
BAT_0099,37,3.614,32.58,2371.89,96.58,36.57,2.07,WARNING
BAT_0099,38,3.754,22.25,2507.97,97.6,29.95,1.78,PASS
BAT_0099,39,3.642,25.02,2484.51,99.77,17.05,0.95,PASS
BAT_0099,40,3.671,26.39,2492.77,99.64,33.12,1.3,PASS
BAT_0099,41,3.666,22.34,2455.72,98.79,34.83,1.63,PASS
BAT_0099,42,3.758,27.42,2383.6,99.09,27.18,0.9,PASS
BAT_0099,43,3.621,30.85,2309.79,93.24,44.8,2.78,WARNING
BAT_0099,44,3.611,31.57,2374.38,94.15,38.37,2.3,WARNING
BAT_0099,45,3.569,46.88,2208.62,83.13,1.61,5.87,FAIL
BAT_0099,46,3.711,21.28,2539.13,97.52,33.12,1.53,PASS
BAT_0099,47,3.621,31.38,2340.02,94.12,37.51,2.07,WARNING
BAT_0099,48,3.623,34.49,2353.09,93.14,41.25,2.26,WARNING
BAT_0099,49,3.748,20.59,2472.28,98.76,29.33,1.78,PASS
BAT_0099,50,3.325,46.71,1931.43,77.4,57.99,5.93,FAIL
BAT_0100,1,3.61,30.35,2348.47,95.71,42.59,2.91,WARNING
BAT_0100,2,3.658,21.22,2529.48,98.83,16.98,1.97,PASS
BAT_0100,3,3.921,43.65,2282.6,82.67,52.61,5.52,FAIL
BAT_0100,4,3.624,34.0,2342.36,96.09,39.17,2.52,WARNING
BAT_0100,5,3.683,29.97,2389.37,99.91,32.71,1.33,PASS
BAT_0100,6,3.692,25.3,2541.39,97.85,27.63,1.37,PASS
BAT_0100,7,3.736,27.47,2544.78,98.04,21.62,1.75,PASS
BAT_0100,8,3.625,34.76,2369.78,94.85,39.43,2.87,WARNING
BAT_0100,9,3.686,23.28,2454.69,99.03,20.26,1.0,PASS
BAT_0100,10,3.667,21.33,2515.36,99.65,32.23,1.62,PASS
BAT_0100,11,3.641,22.57,2500.33,97.46,24.32,0.83,PASS
BAT_0100,12,3.624,33.13,2356.97,93.2,38.02,2.71,WARNING
BAT_0100,13,3.656,23.54,2517.98,99.66,32.15,0.85,PASS
BAT_0100,14,3.686,27.98,2511.58,98.71,34.98,0.8,PASS
BAT_0100,15,3.688,23.95,2485.31,98.39,17.92,1.14,PASS
BAT_0100,16,3.669,21.47,2445.78,98.46,33.89,0.84,PASS
BAT_0100,17,3.733,24.78,2392.57,98.76,30.24,1.42,PASS
BAT_0100,18,3.666,22.29,2513.71,97.06,16.03,1.51,PASS
BAT_0100,19,3.446,54.71,1844.55,72.46,6.17,5.74,FAIL
BAT_0100,20,3.722,28.61,2443.89,97.89,18.66,1.97,PASS
BAT_0100,21,3.958,39.88,1943.42,80.4,3.46,4.44,FAIL
BAT_0100,22,3.664,27.55,2477.62,99.48,25.01,1.44,PASS
BAT_0100,23,3.615,31.44,2374.27,95.04,42.63,2.53,WARNING
BAT_0100,24,3.636,21.75,2450.29,98.99,25.27,1.37,PASS
BAT_0100,25,3.753,24.42,2509.69,97.39,21.38,1.35,PASS
BAT_0100,26,3.49,38.39,2284.75,85.78,54.98,4.59,FAIL
BAT_0100,27,3.742,21.01,2500.6,99.56,17.78,1.03,PASS
BAT_0100,28,3.608,33.96,2359.47,96.23,38.0,2.41,WARNING
BAT_0100,29,3.724,24.41,2541.86,97.05,33.22,1.71,PASS
BAT_0100,30,3.743,26.41,2469.94,98.03,19.99,1.67,PASS
BAT_0100,31,3.627,32.43,2350.64,96.07,37.69,2.95,WARNING
BAT_0100,32,3.686,24.91,2424.65,98.03,24.49,1.83,PASS
BAT_0100,33,3.699,23.64,2392.78,98.01,19.7,1.9,PASS
BAT_0100,34,3.742,24.68,2391.39,97.85,26.53,1.63,PASS
BAT_0100,35,3.611,30.1,2369.67,95.13,39.93,2.26,WARNING
BAT_0100,36,3.747,28.1,2541.2,99.48,16.85,1.48,PASS
BAT_0100,37,3.739,22.7,2382.06,97.09,26.41,1.72,PASS
BAT_0100,38,3.62,30.69,2303.34,96.29,40.98,2.11,WARNING
BAT_0100,39,3.728,23.89,2483.66,98.32,30.09,1.55,PASS
BAT_0100,40,3.708,29.46,2509.22,98.59,29.62,1.66,PASS
BAT_0100,41,3.736,27.92,2436.11,98.69,31.57,1.16,PASS
BAT_0100,42,3.641,22.27,2527.67,97.38,21.86,1.48,PASS
BAT_0100,43,3.704,21.11,2461.56,98.8,28.21,1.64,PASS
BAT_0100,44,3.61,31.28,2351.1,96.66,41.97,2.36,WARNING
BAT_0100,45,3.924,38.9,2027.32,78.13,4.75,4.28,FAIL
BAT_0100,46,3.683,27.11,2419.86,98.26,19.98,0.81,PASS
BAT_0100,47,3.735,28.58,2383.81,97.04,31.31,1.97,PASS
BAT_0100,48,3.665,26.53,2534.54,97.23,20.14,1.1,PASS
BAT_0100,49,3.754,27.87,2397.66,99.67,33.68,1.38,PASS
BAT_0100,50,3.711,23.53,2528.34,99.98,30.5,1.54,PASS
BAT_0101,1,3.76,24.73,2436.37,98.24,29.9,1.12,PASS
BAT_0101,2,3.652,24.47,2507.72,98.52,15.35,1.77,PASS
BAT_0101,3,3.743,26.74,2524.67,99.63,25.94,1.5,PASS
BAT_0101,4,3.723,24.92,2411.01,97.94,27.91,1.89,PASS
BAT_0101,5,3.562,44.46,2008.11,82.37,8.26,5.52,FAIL
BAT_0101,6,3.693,26.16,2485.59,98.49,17.87,1.62,PASS
BAT_0101,7,3.657,28.51,2404.89,97.46,28.1,1.13,PASS
BAT_0101,8,3.709,24.57,2537.02,98.47,33.28,1.59,PASS
BAT_0101,9,3.76,22.58,2385.75,98.28,30.14,1.03,PASS
BAT_0101,10,3.668,26.28,2447.01,98.86,25.57,1.52,PASS
BAT_0101,11,3.613,33.5,2326.13,93.07,40.21,2.18,WARNING
BAT_0101,12,3.627,31.47,2311.08,95.44,44.62,2.13,WARNING
BAT_0101,13,3.665,23.67,2543.43,98.66,25.81,1.94,PASS
BAT_0101,14,3.7,25.41,2394.6,98.79,33.92,0.82,PASS
BAT_0101,15,3.738,28.89,2540.57,97.07,20.55,1.91,PASS
BAT_0101,16,3.698,28.08,2481.96,98.49,34.38,0.89,PASS
BAT_0101,17,3.603,32.39,2324.76,95.99,39.58,2.55,WARNING
BAT_0101,18,3.754,29.94,2490.06,98.03,24.55,1.95,PASS
BAT_0101,19,3.729,23.95,2474.31,97.86,27.21,1.49,PASS
BAT_0101,20,3.672,29.93,2389.96,98.95,26.51,1.98,PASS
BAT_0101,21,3.753,27.2,2411.13,97.31,20.37,1.78,PASS
BAT_0101,22,3.642,26.05,2380.55,99.59,16.19,1.71,PASS
BAT_0101,23,3.666,24.58,2487.99,97.81,32.16,1.19,PASS
BAT_0101,24,3.663,28.42,2520.62,98.21,29.16,1.34,PASS
BAT_0101,25,3.884,54.06,2199.43,79.07,4.15,5.56,FAIL
BAT_0101,26,3.997,40.38,2062.0,79.3,0.62,4.37,FAIL
BAT_0101,27,3.6,31.71,2330.09,93.76,42.68,2.48,WARNING
BAT_0101,28,3.79,49.34,1848.3,75.79,0.36,4.46,FAIL
BAT_0101,29,3.67,24.45,2409.94,97.11,28.13,1.42,PASS
BAT_0101,30,3.682,22.25,2426.98,99.99,33.34,1.11,PASS
BAT_0101,31,3.624,30.91,2343.25,94.14,44.39,2.33,WARNING
BAT_0101,32,3.615,32.69,2306.01,95.39,39.92,2.22,WARNING
BAT_0101,33,3.691,24.85,2489.42,97.44,31.14,1.86,PASS
BAT_0101,34,3.665,29.94,2507.11,98.5,23.44,1.45,PASS
BAT_0101,35,3.667,29.79,2389.13,98.07,29.33,0.95,PASS
BAT_0101,36,3.646,28.3,2379.73,97.24,28.61,1.21,PASS
BAT_0101,37,3.744,20.65,2432.13,97.49,19.59,1.48,PASS
BAT_0101,38,3.712,27.9,2527.86,98.94,31.74,1.89,PASS
BAT_0101,39,3.7,24.7,2407.16,97.03,30.94,1.06,PASS
BAT_0101,40,3.671,26.65,2485.15,98.32,27.66,1.25,PASS
BAT_0101,41,3.619,33.17,2338.46,96.3,41.13,2.17,WARNING
BAT_0101,42,3.749,25.56,2415.98,98.7,25.87,1.63,PASS
BAT_0101,43,3.659,29.51,2527.42,99.63,18.54,1.05,PASS
BAT_0101,44,3.726,24.39,2465.66,98.62,22.16,1.98,PASS
BAT_0101,45,3.649,22.2,2454.51,98.15,23.37,1.73,PASS
BAT_0101,46,3.706,27.57,2460.92,98.01,34.75,1.29,PASS
BAT_0101,47,3.936,50.69,2177.55,75.41,3.02,4.3,FAIL
BAT_0101,48,3.61,34.08,2324.83,95.56,42.22,2.3,WARNING
BAT_0101,49,3.621,34.89,2347.49,96.59,36.36,2.64,WARNING
BAT_0101,50,3.604,31.65,2346.24,93.61,35.89,2.04,WARNING
BAT_0102,1,3.601,31.37,2344.99,93.64,40.75,2.5,WARNING
BAT_0102,2,3.723,27.91,2406.23,97.07,23.26,1.84,PASS
BAT_0102,3,3.752,22.09,2506.63,97.25,26.95,0.81,PASS
BAT_0102,4,3.616,31.51,2333.0,95.91,38.01,2.41,WARNING
BAT_0102,5,3.732,21.57,2478.38,99.86,31.31,1.62,PASS
BAT_0102,6,3.688,25.95,2509.59,97.4,34.97,0.83,PASS
BAT_0102,7,3.75,25.35,2532.19,99.31,19.28,1.09,PASS
BAT_0102,8,3.68,25.96,2436.12,98.28,33.31,1.06,PASS
BAT_0102,9,3.66,23.83,2547.17,98.11,18.42,0.86,PASS
BAT_0102,10,3.607,32.84,2371.25,96.64,37.29,2.79,WARNING
BAT_0102,11,3.645,24.91,2539.08,98.01,30.37,1.43,PASS
BAT_0102,12,3.602,34.63,2354.07,94.86,44.28,2.18,WARNING
BAT_0102,13,3.733,21.55,2396.7,97.48,30.44,1.99,PASS
BAT_0102,14,3.687,27.83,2506.47,98.04,25.43,1.59,PASS
BAT_0102,15,3.759,21.78,2386.74,97.88,19.52,1.23,PASS
BAT_0102,16,3.408,37.33,2009.95,72.62,53.39,3.37,FAIL
BAT_0102,17,3.718,21.73,2530.0,97.36,15.91,1.85,PASS
BAT_0102,18,3.667,24.05,2487.05,99.5,19.06,1.58,PASS
BAT_0102,19,3.656,24.01,2403.33,98.82,32.63,0.96,PASS
BAT_0102,20,3.65,25.49,2382.14,99.96,32.09,0.9,PASS
BAT_0102,21,3.624,31.3,2349.08,94.76,39.34,2.68,WARNING
BAT_0102,22,3.731,24.23,2489.26,98.07,18.92,1.85,PASS
BAT_0102,23,3.605,32.31,2344.94,95.39,41.79,2.04,WARNING
BAT_0102,24,3.643,21.92,2538.97,99.33,32.1,1.48,PASS
BAT_0102,25,3.737,24.7,2380.57,99.09,27.33,1.38,PASS
BAT_0102,26,3.618,32.82,2338.47,96.57,44.44,2.3,WARNING
BAT_0102,27,3.43,38.32,1921.89,79.08,0.44,3.25,FAIL
BAT_0102,28,3.635,27.35,2425.95,99.9,21.32,1.05,PASS
BAT_0102,29,3.896,36.05,1859.35,81.91,58.84,3.9,FAIL
BAT_0102,30,3.635,27.68,2381.25,99.65,19.21,1.82,PASS
BAT_0102,31,3.626,31.22,2303.97,93.66,43.97,2.85,WARNING
BAT_0102,32,3.678,22.26,2391.44,97.51,16.88,1.01,PASS
BAT_0102,33,3.721,24.77,2512.8,98.71,22.19,0.85,PASS
BAT_0102,34,3.606,31.65,2369.55,96.04,44.89,2.73,WARNING
BAT_0102,35,3.677,22.46,2455.88,99.74,25.07,1.58,PASS
BAT_0102,36,3.734,29.69,2536.25,99.5,19.76,2.0,PASS
BAT_0102,37,3.683,24.68,2418.41,97.44,17.72,1.92,PASS
BAT_0102,38,3.646,26.43,2429.56,97.01,23.97,1.43,PASS
BAT_0102,39,3.734,27.57,2483.06,98.59,23.1,1.45,PASS
BAT_0102,40,3.827,37.12,2196.09,88.31,59.92,4.32,FAIL
BAT_0102,41,3.747,28.91,2443.35,98.14,30.1,1.85,PASS
BAT_0102,42,3.753,21.68,2471.96,98.99,18.26,1.24,PASS
BAT_0102,43,3.762,24.15,2384.45,99.77,30.91,1.42,PASS
BAT_0102,44,3.637,23.21,2441.58,99.06,23.48,1.44,PASS
BAT_0102,45,3.99,46.64,1862.03,91.3,6.37,3.89,FAIL
BAT_0102,46,3.663,21.31,2506.69,97.47,34.15,0.81,PASS
BAT_0102,47,3.757,29.32,2417.46,98.37,22.39,1.78,PASS
BAT_0102,48,3.741,28.52,2487.08,97.78,24.83,1.64,PASS
BAT_0102,49,3.662,21.41,2494.41,98.64,15.46,1.08,PASS
BAT_0102,50,3.621,34.99,2341.9,96.37,37.04,2.46,WARNING
BAT_0103,1,3.639,20.85,2515.94,98.63,33.42,1.73,PASS
BAT_0103,2,3.939,45.56,1935.14,72.49,0.21,3.9,FAIL
BAT_0103,3,3.739,28.69,2484.45,97.78,34.0,1.51,PASS
BAT_0103,4,3.746,23.35,2481.97,99.71,25.14,1.17,PASS
BAT_0103,5,3.92,52.64,2103.98,70.74,46.16,5.41,FAIL
BAT_0103,6,3.93,53.69,2054.64,77.0,2.58,4.46,FAIL
BAT_0103,7,3.639,22.96,2466.05,97.01,33.98,1.98,PASS
BAT_0103,8,3.617,33.18,2366.04,96.3,40.95,2.49,WARNING
BAT_0103,9,3.683,20.67,2445.37,98.71,33.77,1.03,PASS
BAT_0103,10,3.692,29.6,2457.0,99.19,28.08,1.97,PASS
BAT_0103,11,3.602,32.25,2350.45,94.72,40.54,2.19,WARNING
BAT_0103,12,3.663,25.46,2498.02,98.84,32.64,1.76,PASS
BAT_0103,13,3.687,27.03,2428.7,98.41,23.69,1.23,PASS
BAT_0103,14,3.619,33.69,2368.72,96.41,39.79,2.87,WARNING
BAT_0103,15,3.603,31.15,2336.79,94.43,38.03,2.11,WARNING
BAT_0103,16,3.607,34.71,2341.38,93.15,40.05,2.75,WARNING
BAT_0103,17,3.737,20.73,2520.81,97.64,31.86,1.79,PASS
BAT_0103,18,3.309,37.62,2059.17,77.37,53.24,3.24,FAIL
BAT_0103,19,3.718,22.73,2537.03,97.21,26.15,0.92,PASS
BAT_0103,20,3.634,27.87,2375.45,99.05,19.82,0.81,PASS
BAT_0103,21,3.706,28.85,2438.82,99.43,32.84,1.0,PASS
BAT_0103,22,3.629,33.55,2348.72,93.9,38.55,2.59,WARNING
