motor_id,test_cycle,rated_power_W,no_load_rpm,phase_winding_resistance_ohm,phase_imbalance_percent,torque_output_Nm,torque_ripple_percent,hall_sensor_voltage_V,hall_signal_integrity_percent,efficiency_percent,qc_status
MTR_0124,9,1409.33,3160.77,0.27,0.77,4.76,4.53,4.98,98.96,90.26,PASS
MTR_0124,10,1388.61,3295.45,0.299,1.02,4.58,2.82,5.14,98.26,91.6,PASS
MTR_0124,11,1374.17,3354.65,0.358,3.69,3.97,5.85,4.66,96.96,83.94,WARNING
MTR_0124,12,1425.56,3264.62,0.257,2.47,4.98,1.92,5.24,98.0,94.95,PASS
MTR_0124,13,1491.63,3198.78,0.317,3.29,4.85,4.77,5.02,98.64,89.16,PASS
MTR_0124,14,1557.91,3223.56,0.341,2.13,4.73,4.61,4.81,99.79,91.3,PASS
MTR_0124,15,1510.79,3149.17,0.283,1.71,4.6,4.26,5.23,97.3,86.86,PASS
MTR_0124,16,1480.47,3269.78,0.27,1.55,4.97,4.79,4.81,97.94,92.85,PASS
MTR_0124,17,2199.92,4091.32,0.41,5.93,3.39,9.66,5.59,60.54,57.24,FAIL
MTR_0124,18,1429.49,3069.69,0.343,1.99,4.13,3.26,4.97,99.41,91.88,PASS
MTR_0124,19,1527.21,3284.23,0.337,0.73,4.12,3.9,5.07,99.71,86.77,PASS
MTR_0124,20,1437.2,3273.79,0.303,1.48,4.95,2.58,5.06,97.62,89.75,PASS
MTR_0124,21,1147.87,3873.98,0.42,10.44,2.62,10.74,3.5,59.52,48.85,FAIL
MTR_0124,22,1380.75,3232.51,0.345,3.13,5.05,5.0,4.8,98.37,90.25,PASS
MTR_0124,23,1356.76,3048.55,0.381,4.34,4.02,6.85,4.71,94.99,82.29,WARNING
MTR_0124,24,1279.4,2394.56,0.541,5.83,2.42,9.23,3.12,61.6,80.62,FAIL
MTR_0124,25,1434.0,3346.73,0.32,3.13,4.78,2.38,4.85,99.43,85.37,PASS
MTR_0124,26,1398.11,3162.95,0.299,0.89,4.98,3.53,5.16,98.3,93.32,PASS
MTR_0124,27,1529.61,3109.44,0.304,2.04,4.42,4.67,5.02,97.25,88.67,PASS
MTR_0124,28,1592.91,3296.16,0.282,0.93,4.33,3.63,5.12,99.38,85.86,PASS
MTR_0124,29,1466.59,3145.91,0.338,0.82,4.69,4.31,5.0,99.19,86.0,PASS
MTR_0124,30,1551.15,3081.83,0.291,2.37,4.64,1.61,5.23,97.57,87.14,PASS
MTR_0124,31,1747.81,3628.53,0.469,11.61,2.31,13.16,3.33,70.57,53.84,FAIL
MTR_0124,32,1510.0,3276.81,0.32,2.36,4.9,1.8,4.91,98.67,92.98,PASS
MTR_0124,33,1439.27,3189.94,0.265,0.58,4.95,2.9,4.88,97.89,86.9,PASS
MTR_0124,34,1498.07,3301.72,0.334,2.49,4.72,4.38,4.91,97.19,87.17,PASS
MTR_0124,35,1338.81,3371.76,0.368,3.62,3.93,5.92,5.3,95.54,84.93,WARNING
MTR_0124,36,1436.55,3236.16,0.252,3.44,4.57,1.12,5.05,98.88,87.59,PASS
MTR_0124,37,1400.95,3071.08,0.264,3.12,4.45,1.45,5.22,98.81,92.54,PASS
MTR_0124,38,1478.88,3054.03,0.317,2.51,4.78,3.43,5.14,98.21,93.11,PASS
MTR_0124,39,1503.51,3098.15,0.339,0.58,4.93,2.52,4.79,97.59,91.72,PASS
MTR_0124,40,1588.54,3146.15,0.297,1.64,4.57,1.14,4.76,97.04,90.93,PASS
MTR_0124,41,1443.76,3344.4,0.284,1.86,4.71,3.4,4.82,97.22,91.16,PASS
MTR_0124,42,1373.99,3383.19,0.386,4.44,3.88,6.04,5.26,95.67,82.72,WARNING
MTR_0124,43,1383.41,3310.75,0.256,3.27,4.33,3.75,5.01,97.11,86.42,PASS
MTR_0124,44,1321.24,3354.75,0.373,3.71,4.02,6.56,5.28,96.12,84.0,WARNING
MTR_0124,45,1324.54,3350.93,0.356,4.72,3.88,5.8,5.34,92.88,82.38,WARNING
MTR_0124,46,1332.7,3351.22,0.379,4.66,3.96,6.1,5.34,94.38,82.48,WARNING
MTR_0124,47,1548.17,3083.44,0.332,1.69,4.12,2.93,5.08,97.07,91.38,PASS
MTR_0124,48,1330.37,3037.02,0.355,4.86,3.86,6.27,5.33,93.23,84.55,WARNING
MTR_0124,49,1483.7,3109.7,0.253,1.18,4.95,3.26,4.78,99.36,92.26,PASS
MTR_0124,50,1331.34,3020.61,0.377,3.84,3.92,6.15,4.7,96.04,84.19,WARNING
MTR_0125,1,1508.23,3168.21,0.284,2.76,4.39,1.84,4.94,98.45,94.42,PASS
MTR_0125,2,1530.31,3176.96,0.312,2.72,4.13,1.98,4.95,97.69,89.95,PASS
MTR_0125,3,1464.52,3265.03,0.25,0.99,5.08,1.21,4.82,97.71,94.6,PASS
MTR_0125,4,1401.3,3072.89,0.284,1.95,4.94,2.07,4.92,99.26,93.53,PASS
MTR_0125,5,1454.89,3100.9,0.279,1.85,4.64,1.18,4.8,98.91,86.26,PASS
MTR_0125,6,1405.62,3097.2,0.257,1.09,4.69,4.46,5.16,97.72,93.72,PASS
MTR_0125,7,1370.84,3030.87,0.35,4.54,3.94,5.04,5.32,92.38,82.13,WARNING
MTR_0125,8,1383.28,3312.36,0.321,2.94,4.54,1.76,4.9,97.93,86.1,PASS
MTR_0125,9,1371.37,3357.36,0.357,3.68,3.98,6.65,5.28,95.16,82.83,WARNING
MTR_0125,10,1543.65,3291.17,0.336,1.48,5.14,1.74,5.08,97.02,88.87,PASS
MTR_0125,11,1411.0,3195.89,0.33,1.22,4.48,3.47,5.13,98.96,88.9,PASS
MTR_0125,12,1486.01,3153.61,0.32,3.48,4.27,2.26,5.21,97.56,90.75,PASS
MTR_0125,13,1510.15,3070.43,0.314,0.61,4.77,1.47,4.79,98.72,92.29,PASS
MTR_0125,14,1554.35,3124.19,0.316,0.62,4.32,1.18,4.76,97.46,91.83,PASS
MTR_0125,15,1523.17,3078.57,0.289,0.74,4.42,1.72,4.84,99.43,88.56,PASS
MTR_0125,16,1588.3,3296.08,0.295,1.94,4.25,4.81,4.97,98.97,89.06,PASS
MTR_0125,17,1446.66,3088.19,0.308,1.9,4.24,3.39,4.84,99.63,92.52,PASS
MTR_0125,18,1592.95,3096.75,0.293,1.92,4.14,3.88,4.79,98.93,90.75,PASS
MTR_0125,19,1745.14,2224.38,0.617,7.01,1.69,11.38,5.75,75.1,48.99,FAIL
MTR_0125,20,1436.98,3280.8,0.34,1.64,4.21,4.22,5.06,98.71,91.27,PASS
MTR_0125,21,1445.94,3309.92,0.304,1.9,5.19,2.85,5.19,97.5,85.64,PASS
MTR_0125,22,1431.77,3156.25,0.3,2.31,4.53,3.42,4.99,98.11,87.15,PASS
MTR_0125,23,1340.54,3003.0,0.368,4.41,4.02,5.87,5.27,96.34,84.31,WARNING
MTR_0125,24,1376.34,3398.37,0.349,3.69,4.04,5.54,4.71,93.29,83.2,WARNING
MTR_0125,25,1499.3,3201.44,0.274,3.1,4.67,2.84,5.03,98.7,91.14,PASS
MTR_0125,26,1500.73,3234.08,0.262,2.26,4.48,2.32,4.97,97.2,86.68,PASS
MTR_0125,27,1516.71,3140.78,0.263,3.18,4.77,4.82,5.07,98.66,88.4,PASS
MTR_0125,28,1338.2,3024.38,0.368,3.89,3.96,5.47,5.27,93.26,82.25,WARNING
MTR_0125,29,1482.24,3123.61,0.308,0.68,4.67,4.4,4.83,99.85,87.3,PASS
MTR_0125,30,1406.86,3219.94,0.301,1.48,4.94,3.94,4.81,98.76,85.72,PASS
MTR_0125,31,1409.36,3275.88,0.265,1.15,4.17,4.61,4.82,98.0,92.48,PASS
MTR_0125,32,2015.36,3878.81,0.629,8.64,2.64,13.19,5.65,65.75,79.29,FAIL
MTR_0125,33,1134.22,3738.95,0.522,8.33,2.28,7.31,6.37,71.53,57.83,FAIL
MTR_0125,34,1371.58,3398.09,0.389,4.95,3.91,5.45,5.27,92.84,83.66,WARNING
MTR_0125,35,1542.94,3225.42,0.291,2.39,4.51,4.53,4.77,99.78,93.54,PASS
MTR_0125,36,1597.99,3114.37,0.332,1.83,4.91,2.88,5.14,97.27,92.74,PASS
MTR_0125,37,1523.96,3283.96,0.294,2.86,4.52,1.78,4.9,98.62,94.11,PASS
MTR_0125,38,1461.16,3064.57,0.333,2.95,4.7,2.35,5.02,97.57,88.52,PASS
MTR_0125,39,1355.93,3031.06,0.373,3.85,3.9,6.38,4.72,92.69,83.52,WARNING
MTR_0125,40,1863.42,3720.43,0.687,7.77,3.01,10.43,5.47,57.32,79.72,FAIL
MTR_0125,41,1440.14,3068.97,0.279,1.77,4.51,4.67,4.88,97.81,86.65,PASS
MTR_0125,42,1327.87,3354.51,0.37,4.14,3.91,6.66,5.3,94.43,84.58,WARNING
MTR_0125,43,1345.23,3369.8,0.366,3.74,3.9,5.8,4.73,96.68,83.61,WARNING
MTR_0125,44,1347.7,3357.48,0.36,4.68,3.98,5.14,4.67,93.11,83.76,WARNING
MTR_0125,45,1499.74,3286.57,0.253,0.56,4.89,2.57,5.22,97.92,90.9,PASS
MTR_0125,46,1387.28,3096.36,0.33,2.66,4.77,4.15,5.12,97.5,89.31,PASS
MTR_0125,47,1449.94,3105.9,0.299,1.55,4.93,2.93,4.9,98.88,94.06,PASS
MTR_0125,48,1558.36,3206.84,0.28,1.98,5.01,3.19,4.9,99.76,90.42,PASS
MTR_0125,49,1463.35,3249.77,0.281,3.09,5.04,2.34,5.0,98.76,88.27,PASS
MTR_0125,50,1906.65,2815.28,0.498,10.86,2.9,12.94,6.49,75.47,67.21,FAIL
MTR_0126,1,1349.16,3013.16,0.38,3.63,3.88,5.64,4.67,93.43,83.11,WARNING
MTR_0126,2,1563.07,3286.83,0.341,1.66,4.95,2.95,5.15,99.92,88.43,PASS
MTR_0126,3,1573.48,3330.84,0.299,1.21,5.04,4.64,4.94,99.97,93.01,PASS
MTR_0126,4,1347.09,3393.5,0.388,4.25,4.03,5.77,5.35,94.07,83.26,WARNING
MTR_0126,5,1493.7,3317.67,0.327,1.57,5.04,2.32,4.88,99.09,89.54,PASS
MTR_0126,6,1511.19,3237.01,0.271,2.23,4.49,1.89,4.8,98.8,92.91,PASS
MTR_0126,7,1323.42,3013.53,0.361,4.19,3.86,5.52,4.68,93.02,84.59,WARNING
MTR_0126,8,1715.97,4125.93,0.643,8.37,2.2,8.3,6.06,86.79,58.62,FAIL
MTR_0126,9,1433.31,3122.73,0.302,0.86,4.86,1.37,4.81,98.71,87.74,PASS
MTR_0126,10,1395.81,3273.53,0.344,2.57,5.12,3.63,5.22,99.14,89.06,PASS
MTR_0126,11,1351.19,3034.0,0.387,4.45,4.03,5.26,4.65,96.0,84.63,WARNING
MTR_0126,12,1540.09,3310.84,0.252,0.64,4.28,3.8,5.19,98.93,85.67,PASS
MTR_0126,13,1382.26,3264.13,0.302,3.21,4.3,4.22,5.21,97.74,85.75,PASS
MTR_0126,14,1448.59,3172.64,0.337,0.7,5.16,1.68,5.16,97.95,87.14,PASS
MTR_0126,15,1417.8,3272.14,0.272,0.58,4.66,3.61,4.89,97.67,93.33,PASS
MTR_0126,16,1578.5,3275.57,0.322,1.15,4.77,1.6,4.83,97.69,91.13,PASS
MTR_0126,17,1342.27,3029.42,0.347,3.97,3.94,6.04,5.32,93.36,84.02,WARNING
MTR_0126,18,1371.6,3365.67,0.36,4.96,4.02,5.08,5.26,94.35,83.6,WARNING
MTR_0126,19,1480.36,3267.68,0.331,3.03,4.57,2.8,5.18,99.35,88.12,PASS
MTR_0126,20,1403.95,3340.79,0.317,2.27,5.13,1.53,5.12,99.37,87.9,PASS
MTR_0126,21,1343.69,3014.77,0.364,3.71,3.94,6.9,5.33,93.46,84.26,WARNING
MTR_0126,22,1576.3,3297.02,0.343,1.86,4.61,4.43,5.24,98.3,90.31,PASS
MTR_0126,23,1533.65,3285.23,0.255,1.94,4.9,2.35,5.2,98.96,93.33,PASS
MTR_0126,24,1404.02,3088.66,0.288,1.02,4.66,4.18,5.11,99.34,87.29,PASS
MTR_0126,25,1589.47,3321.24,0.327,1.14,4.14,3.96,5.03,98.41,86.71,PASS
MTR_0126,26,1489.03,3158.94,0.307,1.08,4.97,2.0,5.07,99.3,90.16,PASS
MTR_0126,27,1219.23,3837.0,0.683,7.34,2.13,10.54,5.6,64.17,79.19,FAIL
MTR_0126,28,1412.65,3262.19,0.255,2.84,5.13,4.63,5.15,98.29,89.79,PASS
MTR_0126,29,1452.77,3084.17,0.317,2.74,5.08,1.18,4.97,97.79,92.86,PASS
MTR_0126,30,1505.66,3326.94,0.263,2.42,4.51,3.85,5.19,99.37,88.14,PASS
MTR_0126,31,1468.98,3111.81,0.281,3.22,5.19,1.39,4.96,97.45,92.36,PASS
MTR_0126,32,1618.03,3751.19,0.483,9.4,3.1,12.04,6.49,64.98,64.16,FAIL
MTR_0126,33,1513.49,3164.32,0.318,3.4,4.29,4.94,4.79,98.52,88.26,PASS
MTR_0126,34,1540.76,3152.94,0.328,0.62,5.16,2.26,4.89,97.87,85.26,PASS
MTR_0126,35,1456.66,3302.95,0.281,2.04,4.87,4.37,4.78,98.89,90.28,PASS
MTR_0126,36,1127.18,3677.03,0.607,10.21,2.74,14.6,6.31,74.35,63.81,FAIL
MTR_0126,37,1405.81,3191.67,0.34,0.84,4.09,3.87,5.03,97.53,91.77,PASS
MTR_0126,38,1504.04,3141.9,0.303,3.21,4.96,4.76,4.84,98.01,93.69,PASS
MTR_0126,39,943.32,2496.12,0.583,9.4,3.21,7.25,5.71,77.82,56.8,FAIL
MTR_0126,40,1406.07,3299.86,0.323,3.18,4.48,3.81,5.2,99.16,88.31,PASS
MTR_0126,41,1388.58,3177.93,0.34,0.5,4.32,1.92,5.16,98.67,93.59,PASS
MTR_0126,42,1527.78,3164.87,0.297,1.0,4.77,2.01,4.88,97.86,87.5,PASS
MTR_0126,43,1384.84,3123.17,0.271,3.41,4.78,1.86,4.97,98.06,93.22,PASS
MTR_0126,44,1538.31,3121.37,0.332,3.0,5.08,4.48,4.96,98.67,94.78,PASS
MTR_0126,45,1466.76,3197.5,0.285,3.14,4.75,3.75,4.88,99.18,94.99,PASS
MTR_0126,46,1375.76,3381.37,0.347,4.88,3.92,5.66,4.73,95.29,83.63,WARNING
MTR_0126,47,1472.12,3156.46,0.318,1.0,4.65,3.61,4.91,98.77,88.49,PASS
MTR_0126,48,1441.22,3286.78,0.325,2.86,4.3,1.91,4.95,97.96,88.86,PASS
MTR_0126,49,1328.84,3387.25,0.353,4.93,3.92,6.39,4.74,94.51,82.09,WARNING
MTR_0126,50,1349.41,3049.58,0.366,3.91,4.0,5.08,4.68,96.94,83.29,WARNING
MTR_0127,1,1373.88,3388.91,0.39,4.77,4.01,5.81,4.74,95.63,83.81,WARNING
MTR_0127,2,1540.77,3256.32,0.335,1.26,4.3,1.05,4.87,98.34,90.14,PASS
MTR_0127,3,1365.56,3004.68,0.363,4.26,3.92,5.05,4.66,96.11,84.82,WARNING
MTR_0127,4,1414.22,3252.92,0.291,1.38,4.48,4.17,5.15,97.57,92.85,PASS
MTR_0127,5,1364.47,3350.39,0.364,4.61,3.87,6.89,4.69,92.95,82.96,WARNING
MTR_0127,6,1425.04,3253.81,0.28,0.85,5.2,1.06,5.11,97.67,88.86,PASS
MTR_0127,7,1388.91,3083.19,0.32,1.67,4.74,2.8,4.92,98.27,86.23,PASS
MTR_0127,8,1567.08,3283.77,0.263,1.78,4.58,1.04,4.79,99.84,94.06,PASS
MTR_0127,9,1492.31,3184.62,0.269,2.61,4.23,4.24,5.25,99.88,94.59,PASS
MTR_0127,10,1582.83,3234.74,0.305,1.22,4.71,4.77,4.86,97.78,92.35,PASS
MTR_0127,11,1406.19,3063.78,0.34,1.85,4.32,3.23,5.18,98.54,93.39,PASS
MTR_0127,12,1492.41,3174.36,0.295,0.52,5.14,2.51,5.02,98.38,86.04,PASS
MTR_0127,13,961.43,3716.2,0.51,11.76,3.41,8.53,6.16,82.01,77.82,FAIL
MTR_0127,14,1361.16,3364.55,0.382,3.68,3.85,5.89,5.3,93.87,83.77,WARNING
MTR_0127,15,1493.36,3333.65,0.267,2.5,4.92,2.8,4.94,98.75,85.05,PASS
MTR_0127,16,1542.55,3154.73,0.311,2.97,5.03,2.83,5.23,98.7,91.87,PASS
MTR_0127,17,1575.6,3225.69,0.259,0.8,4.75,1.84,4.88,98.14,86.69,PASS
MTR_0127,18,1522.41,3076.82,0.298,2.61,4.39,4.44,4.8,97.35,93.87,PASS
MTR_0127,19,1184.97,3983.68,0.601,5.53,3.8,9.86,6.06,75.28,52.2,FAIL
MTR_0127,20,1530.43,3335.8,0.266,3.13,4.82,2.56,4.86,97.1,94.55,PASS
MTR_0127,21,1331.94,3015.68,0.35,3.51,3.88,6.64,4.75,96.11,84.34,WARNING
MTR_0127,22,1428.58,3229.72,0.28,1.23,4.84,1.07,5.17,99.48,94.77,PASS
MTR_0127,23,1404.28,3156.07,0.256,1.55,4.74,1.64,4.86,97.95,85.42,PASS
MTR_0127,24,1551.16,3079.88,0.292,3.45,4.47,4.94,5.09,97.19,94.38,PASS
MTR_0127,25,1588.82,3217.98,0.308,1.63,4.06,1.01,5.14,98.92,90.55,PASS
MTR_0127,26,1174.5,3575.49,0.417,10.29,2.03,14.46,6.07,89.4,67.33,FAIL
MTR_0127,27,1564.78,3328.69,0.34,2.08,4.45,1.54,5.04,99.76,85.21,PASS
MTR_0127,28,1526.28,3292.08,0.273,2.42,4.74,4.15,5.08,99.77,92.47,PASS
MTR_0127,29,1583.92,3286.72,0.296,2.69,4.95,4.98,4.82,97.46,85.51,PASS
MTR_0127,30,1348.01,3357.15,0.367,4.79,3.97,5.77,4.67,93.35,83.0,WARNING
MTR_0127,31,1470.13,3242.07,0.311,2.27,4.1,2.39,5.12,97.05,85.18,PASS
MTR_0127,32,1555.77,3188.83,0.344,1.95,4.64,3.92,4.84,98.5,94.44,PASS
MTR_0127,33,1578.8,3265.12,0.318,2.74,4.46,4.0,4.87,97.42,85.37,PASS
MTR_0127,34,1375.76,3020.3,0.372,4.92,3.97,6.33,5.28,92.82,83.62,WARNING
MTR_0127,35,1436.82,3296.57,0.306,3.23,4.06,3.27,4.97,98.21,85.68,PASS
MTR_0127,36,1502.81,3084.93,0.32,3.36,4.58,3.77,5.23,97.99,86.7,PASS
MTR_0127,37,1574.54,3182.34,0.272,2.22,4.94,4.24,5.18,97.03,93.43,PASS
MTR_0127,38,1380.52,3116.84,0.319,2.81,4.69,4.08,4.76,97.15,88.64,PASS
MTR_0127,39,1568.75,3331.01,0.26,3.11,4.9,2.97,5.02,97.54,87.55,PASS
MTR_0127,40,1486.37,3054.15,0.324,3.23,4.05,3.69,5.25,97.62,90.87,PASS
MTR_0127,41,1352.43,3048.47,0.346,3.98,3.87,6.0,5.32,92.82,83.38,WARNING
MTR_0127,42,1386.73,3132.41,0.263,3.5,4.48,4.63,5.14,99.8,88.58,PASS
MTR_0127,43,2038.4,2559.24,0.682,8.21,1.8,10.78,5.95,77.44,63.14,FAIL
MTR_0127,44,1328.24,3352.32,0.369,3.75,3.96,6.27,5.33,94.21,83.19,WARNING
MTR_0127,45,1456.61,3282.05,0.261,1.45,4.43,2.17,4.86,97.74,85.31,PASS
MTR_0127,46,1336.02,3002.44,0.35,4.5,3.99,5.47,4.72,92.74,82.42,WARNING
MTR_0127,47,941.54,2461.02,0.471,10.95,3.44,13.92,3.43,88.16,51.47,FAIL
MTR_0127,48,1426.68,3063.99,0.252,3.04,4.74,3.47,4.85,97.66,85.4,PASS
MTR_0127,49,1487.3,3339.75,0.28,3.24,5.04,1.93,4.8,97.9,90.89,PASS
MTR_0127,50,1565.27,3273.55,0.276,1.53,4.49,4.91,4.86,98.75,86.28,PASS
MTR_0128,1,1190.97,2455.63,0.491,5.24,3.06,14.93,5.58,79.05,72.02,FAIL
MTR_0128,2,1492.74,3215.7,0.303,0.92,4.83,3.46,4.95,98.84,93.0,PASS
MTR_0128,3,1503.09,3106.62,0.27,3.08,5.17,4.6,4.95,97.15,88.67,PASS
MTR_0128,4,1525.06,3254.25,0.313,2.89,4.3,2.1,4.97,97.2,86.93,PASS
MTR_0128,5,1495.67,3247.12,0.269,2.73,5.02,3.4,5.02,97.18,94.89,PASS
MTR_0128,6,1431.16,3140.92,0.271,3.4,4.23,2.75,5.06,99.11,87.55,PASS
MTR_0128,7,1367.98,3036.64,0.352,4.88,3.95,5.82,5.33,92.62,83.76,WARNING
MTR_0128,8,1328.15,3040.49,0.35,4.59,3.89,5.67,5.25,96.56,82.64,WARNING
MTR_0128,9,1545.27,3248.16,0.273,1.12,4.47,2.91,5.13,98.52,88.79,PASS
MTR_0128,10,1372.32,3047.14,0.369,4.79,3.89,5.71,4.7,93.68,83.45,WARNING
MTR_0128,11,1450.2,3326.74,0.32,0.85,4.86,1.55,4.76,99.63,90.84,PASS
MTR_0128,12,1503.31,3083.67,0.305,3.49,4.11,1.02,5.15,99.52,88.59,PASS
MTR_0128,13,1350.36,3025.1,0.388,4.43,4.04,6.08,4.73,96.87,82.54,WARNING
MTR_0128,14,1331.0,3388.08,0.379,4.6,3.89,6.56,4.72,93.52,84.81,WARNING
MTR_0128,15,1386.72,3224.28,0.27,2.04,4.8,3.34,4.82,97.39,94.76,PASS
MTR_0128,16,1342.5,3376.51,0.385,4.04,4.01,5.52,4.67,96.34,84.12,WARNING
MTR_0128,17,1539.96,3094.56,0.337,1.76,4.24,2.6,4.82,97.64,93.11,PASS
MTR_0128,18,1403.04,3052.41,0.331,2.46,5.08,1.94,5.07,99.88,93.58,PASS
MTR_0128,19,1590.63,3165.1,0.254,2.84,4.41,3.37,5.17,99.25,86.95,PASS
MTR_0128,20,1589.02,3227.3,0.337,2.56,4.96,1.26,5.08,98.48,89.66,PASS
MTR_0128,21,1513.66,3334.86,0.271,0.63,4.37,1.87,4.96,98.26,93.24,PASS
MTR_0128,22,1451.67,3095.7,0.251,2.9,4.7,2.29,4.76,98.19,93.84,PASS
MTR_0128,23,1498.93,3225.96,0.288,1.48,4.06,1.05,5.04,98.32,94.68,PASS
MTR_0128,24,1473.21,3136.32,0.272,2.5,4.25,2.68,4.88,99.52,92.47,PASS
MTR_0128,25,1513.22,3206.63,0.306,0.85,4.64,2.59,4.8,99.24,93.51,PASS
MTR_0128,26,1388.98,3108.9,0.299,2.9,4.15,1.26,5.08,98.3,91.47,PASS
MTR_0128,27,1412.65,3288.89,0.285,2.14,4.54,4.48,5.01,97.1,86.51,PASS
MTR_0128,28,1389.4,3207.92,0.299,0.92,4.58,2.66,4.77,98.11,90.25,PASS
MTR_0128,29,1478.49,3171.94,0.28,1.37,5.14,2.02,4.76,98.3,89.27,PASS
MTR_0128,30,1460.3,3254.85,0.327,0.91,4.19,4.16,4.94,98.4,90.82,PASS
MTR_0128,31,1588.17,3168.36,0.257,1.37,4.71,3.19,5.24,99.05,85.57,PASS
MTR_0128,32,1552.96,3253.27,0.317,2.53,4.13,2.89,4.92,98.45,85.72,PASS
MTR_0128,33,1437.67,3064.2,0.277,1.44,4.22,2.69,4.79,99.33,88.04,PASS
MTR_0128,34,1933.14,3714.94,0.41,10.17,1.79,8.79,3.58,72.29,62.63,FAIL
MTR_0128,35,1436.61,3174.5,0.319,1.99,5.18,3.54,4.8,97.13,92.63,PASS
MTR_0128,36,1447.29,3244.04,0.317,3.06,5.03,2.97,4.92,98.82,85.32,PASS
MTR_0128,37,1502.59,3076.3,0.34,3.27,4.34,1.49,4.81,99.85,94.8,PASS
MTR_0128,38,1357.59,3030.09,0.389,4.12,3.97,6.93,5.27,94.24,84.32,WARNING
MTR_0128,39,1486.83,3107.61,0.259,0.85,4.05,1.61,5.02,99.8,90.65,PASS
MTR_0128,40,1452.56,3141.05,0.311,0.57,4.78,3.34,4.9,97.14,90.67,PASS
MTR_0128,41,1958.53,2365.79,0.512,10.19,1.7,10.26,5.66,68.99,56.53,FAIL
MTR_0128,42,1342.02,3010.86,0.373,4.79,3.85,5.86,5.29,92.54,82.86,WARNING
MTR_0128,43,1227.19,2949.43,0.465,8.24,3.42,11.34,3.26,80.81,74.33,FAIL
MTR_0128,44,1426.51,3116.93,0.296,1.4,4.14,2.58,5.1,98.19,90.6,PASS
MTR_0128,45,1377.21,3038.46,0.365,4.4,4.02,5.76,5.31,92.07,84.6,WARNING
MTR_0128,46,1509.1,3126.22,0.291,2.84,5.0,4.98,4.9,97.32,90.32,PASS
MTR_0128,47,1359.72,3375.59,0.37,3.86,3.93,5.56,4.74,94.13,84.92,WARNING
MTR_0128,48,1564.56,3202.28,0.32,1.15,4.69,1.65,4.8,98.38,90.19,PASS
MTR_0128,49,1573.32,3193.77,0.298,1.38,4.36,2.22,4.94,98.94,88.86,PASS
MTR_0128,50,1721.75,3825.21,0.399,8.45,2.04,8.07,3.06,85.6,72.21,FAIL
MTR_0129,1,1377.97,3375.75,0.388,4.53,3.9,5.05,4.69,93.46,84.46,WARNING
MTR_0129,2,1089.66,4150.82,0.655,9.5,3.84,14.01,6.33,68.1,60.96,FAIL
MTR_0129,3,1362.44,3389.14,0.353,4.9,4.01,6.38,4.67,95.25,84.24,WARNING
MTR_0129,4,1558.62,3336.65,0.292,1.04,4.81,3.52,4.88,98.74,86.27,PASS
MTR_0129,5,1462.55,3322.88,0.288,0.91,5.15,2.07,4.88,97.17,91.36,PASS
MTR_0129,6,1493.3,3133.51,0.321,1.62,4.92,1.55,4.91,98.92,85.18,PASS
MTR_0129,7,1388.79,3169.07,0.265,1.72,4.32,1.46,4.89,98.3,93.59,PASS
MTR_0129,8,1507.03,3118.28,0.305,1.68,4.23,2.17,4.9,99.95,88.47,PASS
MTR_0129,9,1536.35,3137.35,0.287,1.25,4.47,4.23,4.78,98.97,93.6,PASS
MTR_0129,10,1575.01,3272.16,0.252,3.06,4.62,3.22,4.85,97.81,94.57,PASS
MTR_0129,11,1545.43,3072.21,0.299,2.55,4.98,3.14,5.05,99.09,85.36,PASS
MTR_0129,12,1464.37,3132.3,0.304,1.69,4.56,4.03,5.08,97.34,93.64,PASS
MTR_0129,13,1526.48,3095.5,0.314,3.22,4.35,2.16,4.82,98.11,94.29,PASS
MTR_0129,14,1558.56,3055.92,0.282,2.12,4.12,3.8,4.92,98.28,91.11,PASS
MTR_0129,15,1537.1,3052.5,0.271,1.28,4.1,1.56,4.98,97.32,92.54,PASS
MTR_0129,16,1531.03,3234.34,0.28,1.21,4.21,4.03,5.07,98.83,91.0,PASS
MTR_0129,17,1435.22,3153.68,0.273,3.01,4.69,3.94,5.1,98.05,85.62,PASS
MTR_0129,18,1325.04,3030.29,0.39,4.95,3.96,5.48,4.71,92.81,83.76,WARNING
MTR_0129,19,1731.1,2483.02,0.53,8.38,2.11,14.29,4.29,82.86,70.15,FAIL
MTR_0129,20,1353.83,3367.53,0.381,4.1,3.99,5.47,5.26,92.21,83.94,WARNING
MTR_0129,21,1495.53,3348.5,0.252,2.42,5.03,3.78,4.79,99.53,92.73,PASS
MTR_0129,22,1527.86,3101.16,0.307,3.06,4.7,3.0,4.9,98.27,85.56,PASS
MTR_0129,23,1339.53,3363.63,0.388,3.62,4.02,5.14,5.29,96.14,82.22,WARNING
MTR_0129,24,1885.24,3639.13,0.675,5.42,2.33,11.53,3.62,80.97,68.34,FAIL
MTR_0129,25,1385.58,3135.65,0.299,2.07,5.13,3.69,5.19,97.44,92.79,PASS
MTR_0129,26,1356.7,3367.55,0.357,4.89,3.9,6.62,4.73,94.96,84.95,WARNING
MTR_0129,27,1566.75,3305.25,0.282,1.1,4.85,3.07,5.11,98.04,92.26,PASS
MTR_0129,28,1576.19,3206.58,0.34,2.17,4.17,2.93,4.88,97.3,86.99,PASS
