Chassis_ID,Inspection_No,Inspection_Date,Weld_Quality_Score,Weld_Status,Frame_Weight_kg,Frame_Weight_Status,Dimensional_Deviation_mm,Dimensional_Grade,Dimensional_Status,Material_Grade,Hardness_BHN,Material_Status,Surface_Defect_Count,Surface_Defect_Status,Static_Load_Capacity_kg,Permanent_Deformation,Load_Test_Status,Overall_QC_Status
CHS-00082,8,2025-01-29 04:10:00,87.1,Pass,85.15,Pass,0.075,Grade A,Pass,IS2062-E250,131.0,Pass,4,Pass,450.7,No,Pass,Pass
CHS-00082,9,2025-01-29 04:20:00,94.0,Pass,87.1,Pass,0.314,Grade B,Pass,HSLA-420,223.2,Pass,10,Fail,485.9,No,Pass,Warning
CHS-00082,10,2025-01-29 04:30:00,96.4,Pass,86.52,Pass,0.104,Grade A,Pass,HSLA-420,210.0,Pass,9,Fail,399.7,Yes,Fail,Fail
CHS-00082,11,2025-01-29 04:40:00,93.8,Pass,84.39,Pass,0.544,Grade C,Warning,HSLA-340,178.3,Pass,4,Pass,454.7,No,Pass,Pass
CHS-00082,12,2025-01-29 04:50:00,91.8,Pass,87.19,Pass,0.168,Grade A,Pass,E350,181.5,Pass,2,Pass,401.4,No,Fail,Warning
CHS-00082,13,2025-01-29 05:00:00,98.6,Pass,81.5,Fail,0.238,Grade B,Pass,IS2062-E250,132.0,Pass,5,Pass,467.0,No,Pass,Warning
CHS-00082,14,2025-01-29 05:10:00,99.2,Pass,81.23,Fail,0.15,Grade A,Pass,E350,157.9,Pass,3,Pass,546.7,No,Pass,Warning
CHS-00082,15,2025-01-29 05:20:00,86.8,Pass,82.74,Warning,0.195,Grade A,Pass,HSLA-340,170.8,Pass,1,Pass,497.6,No,Pass,Pass
CHS-00082,16,2025-01-29 05:30:00,94.5,Pass,85.91,Pass,0.388,Grade B,Pass,E350,184.8,Pass,3,Pass,481.6,No,Pass,Pass
CHS-00082,17,2025-01-29 05:40:00,93.9,Pass,82.42,Warning,0.208,Grade B,Pass,HSLA-340,185.3,Pass,10,Fail,442.6,Yes,Fail,Fail
CHS-00082,18,2025-01-29 05:50:00,71.9,Fail,85.93,Pass,0.063,Grade A,Pass,IS2062-E250,139.8,Pass,2,Pass,412.7,No,Fail,Fail
CHS-00082,19,2025-01-29 06:00:00,95.9,Pass,86.05,Pass,0.627,Reject,Fail,E350,175.3,Pass,6,Warning,490.2,No,Pass,Warning
CHS-00082,20,2025-01-29 06:10:00,78.2,Fail,87.35,Pass,0.542,Grade C,Warning,E350,157.4,Pass,12,Fail,482.7,No,Pass,Fail
CHS-00082,21,2025-01-29 06:20:00,80.4,Warning,83.37,Pass,0.209,Grade B,Pass,IS2062-E250,151.8,Pass,8,Warning,500.5,No,Pass,Warning
CHS-00082,22,2025-01-29 06:30:00,95.4,Pass,83.78,Pass,0.214,Grade B,Pass,E350,158.0,Pass,5,Pass,544.4,No,Pass,Pass
CHS-00082,23,2025-01-29 06:40:00,86.1,Pass,84.94,Pass,0.111,Grade A,Pass,HSLA-420,190.6,Pass,1,Pass,495.6,No,Pass,Pass
CHS-00082,24,2025-01-29 06:50:00,84.7,Warning,83.85,Pass,0.171,Grade A,Pass,IS2062-E250,141.4,Pass,1,Pass,537.7,No,Pass,Pass
CHS-00082,25,2025-01-29 07:00:00,90.5,Pass,86.4,Pass,0.617,Reject,Fail,HSLA-420,205.2,Pass,1,Pass,530.3,No,Pass,Warning
CHS-00082,26,2025-01-29 07:10:00,76.6,Fail,86.97,Pass,0.357,Grade B,Pass,IS2062-E250,123.9,Pass,0,Pass,525.5,No,Pass,Warning
CHS-00082,27,2025-01-29 07:20:00,81.8,Warning,88.33,Warning,0.314,Grade B,Pass,IS2062-E250,158.2,Pass,10,Fail,474.8,No,Pass,Warning
CHS-00082,28,2025-01-29 07:30:00,98.6,Pass,84.93,Pass,0.369,Grade B,Pass,HSLA-340,181.8,Pass,4,Pass,381.5,Yes,Fail,Warning
CHS-00082,29,2025-01-29 07:40:00,94.7,Pass,84.68,Pass,0.077,Grade A,Pass,E350,150.1,Pass,3,Pass,440.7,No,Fail,Warning
CHS-00082,30,2025-01-29 07:50:00,84.6,Warning,89.88,Fail,0.331,Grade B,Pass,IS2062-E250,132.0,Pass,9,Fail,540.7,No,Pass,Fail
CHS-00082,31,2025-01-29 08:00:00,93.5,Pass,86.03,Pass,0.628,Reject,Fail,HSLA-420,185.7,Pass,1,Pass,514.3,No,Pass,Warning
CHS-00082,32,2025-01-29 08:10:00,97.9,Pass,86.07,Pass,0.6,Reject,Fail,HSLA-420,221.0,Pass,5,Pass,504.4,No,Pass,Warning
CHS-00082,33,2025-01-29 08:20:00,93.5,Pass,86.83,Pass,0.382,Grade B,Pass,HSLA-420,198.1,Pass,4,Pass,484.0,No,Pass,Pass
CHS-00082,34,2025-01-29 08:30:00,84.4,Warning,85.3,Pass,0.729,Reject,Fail,HSLA-420,188.9,Pass,4,Pass,401.4,Yes,Fail,Fail
CHS-00082,35,2025-01-29 08:40:00,92.2,Pass,87.7,Warning,0.086,Grade A,Pass,E350,180.5,Pass,0,Pass,542.0,No,Pass,Pass
CHS-00082,36,2025-01-29 08:50:00,96.6,Pass,83.62,Pass,0.315,Grade B,Pass,HSLA-340,197.3,Pass,10,Fail,478.0,No,Pass,Warning
CHS-00082,37,2025-01-29 09:00:00,99.6,Pass,85.84,Pass,0.646,Reject,Fail,HSLA-420,214.1,Pass,0,Pass,457.0,No,Pass,Warning
CHS-00082,38,2025-01-29 09:10:00,93.6,Pass,86.6,Pass,0.398,Grade B,Pass,HSLA-340,198.5,Pass,5,Pass,519.7,No,Pass,Pass
CHS-00082,39,2025-01-29 09:20:00,92.1,Pass,83.9,Pass,0.209,Grade B,Pass,IS2062-E250,132.1,Pass,5,Pass,512.2,No,Pass,Pass
CHS-00082,40,2025-01-29 09:30:00,98.6,Pass,84.97,Pass,0.246,Grade B,Pass,E350,163.0,Pass,9,Fail,451.1,No,Pass,Warning
CHS-00082,41,2025-01-29 09:40:00,96.6,Pass,83.11,Pass,0.344,Grade B,Pass,HSLA-340,173.3,Pass,0,Pass,528.4,No,Pass,Pass
CHS-00082,42,2025-01-29 09:50:00,80.6,Warning,86.09,Pass,0.122,Grade A,Pass,E350,158.0,Pass,10,Fail,494.1,No,Pass,Warning
CHS-00082,43,2025-01-29 10:00:00,92.9,Pass,83.22,Pass,0.278,Grade B,Pass,HSLA-340,202.3,Pass,8,Warning,505.5,No,Pass,Pass
CHS-00082,44,2025-01-29 10:10:00,99.3,Pass,84.41,Pass,0.063,Grade A,Pass,IS2062-E250,152.1,Pass,8,Warning,533.5,No,Pass,Pass
CHS-00082,45,2025-01-29 10:20:00,95.1,Pass,85.06,Pass,0.2,Grade A,Pass,IS2062-E250,133.9,Pass,11,Fail,480.6,No,Pass,Warning
CHS-00082,46,2025-01-29 10:30:00,99.1,Pass,85.32,Pass,0.393,Grade B,Pass,IS2062-E250,139.4,Pass,4,Pass,385.1,Yes,Fail,Warning
CHS-00082,47,2025-01-29 10:40:00,80.2,Warning,86.63,Pass,0.171,Grade A,Pass,HSLA-340,200.6,Pass,6,Warning,506.2,No,Pass,Warning
CHS-00082,48,2025-01-29 10:50:00,72.7,Fail,82.02,Warning,0.132,Grade A,Pass,E350,154.3,Pass,8,Warning,541.9,No,Pass,Warning
CHS-00082,49,2025-01-29 11:00:00,80.1,Warning,85.19,Pass,0.475,Grade C,Warning,HSLA-420,203.2,Pass,0,Pass,506.7,No,Pass,Warning
CHS-00082,50,2025-01-29 11:10:00,75.2,Fail,83.03,Pass,0.296,Grade B,Pass,HSLA-420,200.3,Pass,5,Pass,451.8,No,Pass,Warning
CHS-00083,1,2025-01-29 11:20:00,86.4,Pass,86.05,Pass,0.111,Grade A,Pass,E350,164.5,Pass,6,Warning,518.2,No,Pass,Pass
CHS-00083,2,2025-01-29 11:30:00,99.8,Pass,84.35,Pass,0.74,Reject,Fail,HSLA-340,207.2,Pass,6,Warning,484.0,No,Pass,Warning
CHS-00083,3,2025-01-29 11:40:00,74.3,Fail,85.67,Pass,0.464,Grade C,Warning,HSLA-340,204.4,Pass,12,Fail,533.0,No,Pass,Fail
CHS-00083,4,2025-01-29 11:50:00,88.5,Pass,85.18,Pass,0.225,Grade B,Pass,IS2062-E250,130.8,Pass,10,Fail,527.3,No,Pass,Warning
CHS-00083,5,2025-01-29 12:00:00,85.7,Pass,87.32,Pass,0.366,Grade B,Pass,HSLA-340,201.6,Pass,0,Pass,508.9,No,Pass,Pass
CHS-00083,6,2025-01-29 12:10:00,81.8,Warning,83.53,Pass,0.347,Grade B,Pass,HSLA-340,200.2,Pass,6,Warning,535.7,No,Pass,Warning
CHS-00083,7,2025-01-29 12:20:00,81.7,Warning,88.49,Warning,0.092,Grade A,Pass,E350,183.1,Pass,4,Pass,524.5,No,Pass,Warning
CHS-00083,8,2025-01-29 12:30:00,96.6,Pass,88.18,Warning,0.462,Grade C,Warning,IS2062-E250,132.4,Pass,8,Warning,522.9,No,Pass,Warning
CHS-00083,9,2025-01-29 12:40:00,96.4,Pass,81.01,Fail,0.356,Grade B,Pass,E350,153.0,Pass,5,Pass,512.1,No,Pass,Warning
CHS-00083,10,2025-01-29 12:50:00,96.3,Pass,83.56,Pass,0.413,Grade C,Warning,HSLA-420,187.4,Pass,3,Pass,513.4,No,Pass,Pass
CHS-00083,11,2025-01-29 13:00:00,91.9,Pass,85.26,Pass,0.232,Grade B,Pass,HSLA-420,203.3,Pass,8,Warning,525.0,No,Pass,Pass
CHS-00083,12,2025-01-29 13:10:00,90.4,Pass,82.19,Warning,0.182,Grade A,Pass,HSLA-420,212.9,Pass,5,Pass,542.3,No,Pass,Pass
CHS-00083,13,2025-01-29 13:20:00,89.3,Pass,83.09,Pass,0.218,Grade B,Pass,IS2062-E250,137.2,Pass,0,Pass,492.3,No,Pass,Pass
CHS-00083,14,2025-01-29 13:30:00,94.2,Pass,83.98,Pass,0.125,Grade A,Pass,HSLA-420,212.8,Pass,2,Pass,451.2,No,Pass,Pass
CHS-00083,15,2025-01-29 13:40:00,87.7,Pass,88.21,Warning,0.122,Grade A,Pass,IS2062-E250,116.8,Pass,3,Pass,431.5,Yes,Fail,Warning
CHS-00083,16,2025-01-29 13:50:00,92.5,Pass,86.84,Pass,0.319,Grade B,Pass,HSLA-420,205.7,Pass,1,Pass,397.5,Yes,Fail,Warning
CHS-00083,17,2025-01-29 14:00:00,80.1,Warning,85.06,Pass,0.528,Grade C,Warning,HSLA-340,177.4,Pass,3,Pass,450.3,No,Pass,Warning
CHS-00083,18,2025-01-29 14:10:00,88.1,Pass,85.58,Pass,0.32,Grade B,Pass,E350,182.6,Pass,0,Pass,523.6,No,Pass,Pass
CHS-00083,19,2025-01-29 14:20:00,95.1,Pass,87.47,Pass,0.08,Grade A,Pass,HSLA-420,210.2,Pass,0,Pass,469.0,No,Pass,Pass
CHS-00083,20,2025-01-29 14:30:00,92.5,Pass,86.01,Pass,0.172,Grade A,Pass,HSLA-420,207.8,Pass,1,Pass,462.8,No,Pass,Pass
CHS-00083,21,2025-01-29 14:40:00,93.6,Pass,87.34,Pass,0.088,Grade A,Pass,IS2062-E250,134.5,Pass,3,Pass,532.9,No,Pass,Pass
CHS-00083,22,2025-01-29 14:50:00,97.0,Pass,80.31,Fail,0.374,Grade B,Pass,E350,181.2,Pass,4,Pass,459.5,No,Pass,Warning
CHS-00083,23,2025-01-29 15:00:00,87.6,Pass,84.8,Pass,0.502,Grade C,Warning,E350,179.5,Pass,1,Pass,441.1,Yes,Fail,Warning
CHS-00083,24,2025-01-29 15:10:00,81.4,Warning,88.1,Warning,0.203,Grade B,Pass,HSLA-340,186.2,Pass,2,Pass,424.2,No,Fail,Warning
CHS-00083,25,2025-01-29 15:20:00,83.0,Warning,86.18,Pass,0.247,Grade B,Pass,HSLA-340,206.8,Pass,2,Pass,542.6,No,Pass,Pass
CHS-00083,26,2025-01-29 15:30:00,91.6,Pass,85.5,Pass,0.104,Grade A,Pass,IS2062-E250,122.1,Pass,1,Pass,459.0,No,Pass,Pass
CHS-00083,27,2025-01-29 15:40:00,71.7,Fail,85.37,Pass,0.27,Grade B,Pass,HSLA-420,196.5,Pass,1,Pass,437.5,Yes,Fail,Fail
CHS-00083,28,2025-01-29 15:50:00,85.8,Pass,84.72,Pass,0.156,Grade A,Pass,IS2062-E250,119.5,Pass,5,Pass,493.9,No,Pass,Pass
CHS-00083,29,2025-01-29 16:00:00,82.3,Warning,83.04,Pass,0.385,Grade B,Pass,E350,170.3,Pass,1,Pass,495.3,No,Pass,Pass
CHS-00083,30,2025-01-29 16:10:00,82.3,Warning,80.09,Fail,0.136,Grade A,Pass,HSLA-340,185.2,Pass,3,Pass,473.9,No,Pass,Warning
CHS-00083,31,2025-01-29 16:20:00,94.5,Pass,83.9,Pass,0.156,Grade A,Pass,HSLA-340,188.4,Pass,11,Fail,493.9,No,Pass,Warning
CHS-00083,32,2025-01-29 16:30:00,84.3,Warning,88.26,Warning,0.339,Grade B,Pass,IS2062-E250,118.7,Pass,5,Pass,492.5,No,Pass,Warning
CHS-00083,33,2025-01-29 16:40:00,90.6,Pass,88.28,Warning,0.537,Grade C,Warning,HSLA-420,222.0,Pass,5,Pass,491.7,No,Pass,Warning
CHS-00083,34,2025-01-29 16:50:00,91.3,Pass,84.61,Pass,0.196,Grade A,Pass,HSLA-340,201.0,Pass,0,Pass,531.8,No,Pass,Pass
CHS-00083,35,2025-01-29 17:00:00,88.0,Pass,84.42,Pass,0.387,Grade B,Pass,E350,155.5,Pass,0,Pass,512.5,No,Pass,Pass
CHS-00083,36,2025-01-29 17:10:00,83.4,Warning,88.42,Warning,0.223,Grade B,Pass,HSLA-340,197.7,Pass,3,Pass,451.8,No,Pass,Warning
CHS-00083,37,2025-01-29 17:20:00,96.2,Pass,87.75,Warning,0.257,Grade B,Pass,IS2062-E250,121.6,Pass,3,Pass,541.0,No,Pass,Pass
CHS-00083,38,2025-01-29 17:30:00,88.3,Pass,84.26,Pass,0.297,Grade B,Pass,IS2062-E250,119.3,Pass,1,Pass,520.9,No,Pass,Pass
CHS-00083,39,2025-01-29 17:40:00,92.1,Pass,84.78,Pass,0.328,Grade B,Pass,E350,163.8,Pass,4,Pass,457.6,No,Pass,Pass
CHS-00083,40,2025-01-29 17:50:00,92.8,Pass,86.51,Pass,0.43,Grade C,Warning,E350,178.0,Pass,0,Pass,498.0,No,Pass,Pass
CHS-00083,41,2025-01-29 18:00:00,92.4,Pass,84.29,Pass,0.135,Grade A,Pass,HSLA-420,195.6,Pass,1,Pass,510.0,No,Pass,Pass
CHS-00083,42,2025-01-29 18:10:00,89.4,Pass,83.08,Pass,0.277,Grade B,Pass,HSLA-340,195.2,Pass,0,Pass,511.8,No,Pass,Pass
CHS-00083,43,2025-01-29 18:20:00,88.0,Pass,80.68,Fail,0.077,Grade A,Pass,HSLA-420,185.6,Pass,6,Warning,428.3,No,Fail,Fail
CHS-00083,44,2025-01-29 18:30:00,98.6,Pass,86.65,Pass,0.176,Grade A,Pass,E350,161.9,Pass,3,Pass,499.2,No,Pass,Pass
CHS-00083,45,2025-01-29 18:40:00,97.5,Pass,86.5,Pass,0.054,Grade A,Pass,IS2062-E250,141.0,Pass,5,Pass,391.3,No,Fail,Warning
CHS-00083,46,2025-01-29 18:50:00,88.9,Pass,84.18,Pass,0.229,Grade B,Pass,E350,166.1,Pass,3,Pass,477.7,No,Pass,Pass
CHS-00083,47,2025-01-29 19:00:00,95.5,Pass,87.08,Pass,0.128,Grade A,Pass,HSLA-340,201.5,Pass,0,Pass,495.0,No,Pass,Pass
CHS-00083,48,2025-01-29 19:10:00,91.1,Pass,82.68,Warning,0.312,Grade B,Pass,IS2062-E250,141.4,Pass,5,Pass,500.2,No,Pass,Pass
CHS-00083,49,2025-01-29 19:20:00,96.4,Pass,85.39,Pass,0.052,Grade A,Pass,HSLA-420,189.9,Pass,0,Pass,405.1,Yes,Fail,Warning
CHS-00083,50,2025-01-29 19:30:00,92.0,Pass,85.23,Pass,0.722,Reject,Fail,HSLA-420,224.3,Pass,2,Pass,417.4,No,Fail,Fail
CHS-00084,1,2025-01-29 19:40:00,95.5,Pass,81.88,Fail,0.065,Grade A,Pass,HSLA-420,211.6,Pass,5,Pass,437.5,Yes,Fail,Fail
CHS-00084,2,2025-01-29 19:50:00,77.8,Fail,83.77,Pass,0.091,Grade A,Pass,HSLA-420,212.4,Pass,0,Pass,490.5,No,Pass,Warning
CHS-00084,3,2025-01-29 20:00:00,72.0,Fail,83.34,Pass,0.37,Grade B,Pass,HSLA-340,186.5,Pass,2,Pass,411.8,Yes,Fail,Fail
CHS-00084,4,2025-01-29 20:10:00,98.8,Pass,85.03,Pass,0.161,Grade A,Pass,E350,167.3,Pass,1,Pass,450.9,No,Pass,Pass
CHS-00084,5,2025-01-29 20:20:00,86.7,Pass,88.81,Fail,0.39,Grade B,Pass,IS2062-E250,120.0,Pass,0,Pass,439.7,Yes,Fail,Fail
CHS-00084,6,2025-01-29 20:30:00,77.6,Fail,87.16,Pass,0.331,Grade B,Pass,E350,152.5,Pass,2,Pass,500.8,No,Pass,Warning
CHS-00084,7,2025-01-29 20:40:00,99.6,Pass,85.37,Pass,0.269,Grade B,Pass,IS2062-E250,152.6,Pass,0,Pass,485.2,No,Pass,Pass
CHS-00084,8,2025-01-29 20:50:00,87.6,Pass,85.27,Pass,0.274,Grade B,Pass,E350,189.2,Pass,5,Pass,499.0,No,Pass,Pass
CHS-00084,9,2025-01-29 21:00:00,73.3,Fail,84.34,Pass,0.316,Grade B,Pass,IS2062-E250,150.1,Pass,4,Pass,497.5,No,Pass,Warning
CHS-00084,10,2025-01-29 21:10:00,84.8,Warning,84.3,Pass,0.357,Grade B,Pass,HSLA-340,174.4,Pass,1,Pass,388.0,Yes,Fail,Warning
CHS-00084,11,2025-01-29 21:20:00,87.2,Pass,80.19,Fail,0.157,Grade A,Pass,E350,189.4,Pass,3,Pass,482.9,No,Pass,Warning
CHS-00084,12,2025-01-29 21:30:00,86.2,Pass,86.32,Pass,0.578,Reject,Fail,HSLA-420,199.6,Pass,0,Pass,473.7,No,Pass,Warning
CHS-00084,13,2025-01-29 21:40:00,88.0,Pass,86.39,Pass,0.197,Grade A,Pass,HSLA-340,174.2,Pass,2,Pass,452.1,No,Pass,Pass
CHS-00084,14,2025-01-29 21:50:00,97.6,Pass,85.79,Pass,0.344,Grade B,Pass,HSLA-420,190.9,Pass,1,Pass,464.8,No,Pass,Pass
CHS-00084,15,2025-01-29 22:00:00,93.1,Pass,86.04,Pass,0.304,Grade B,Pass,HSLA-340,203.5,Pass,4,Pass,490.8,No,Pass,Pass
CHS-00084,16,2025-01-29 22:10:00,96.1,Pass,87.98,Warning,0.687,Reject,Fail,HSLA-420,222.1,Pass,2,Pass,485.7,No,Pass,Warning
CHS-00084,17,2025-01-29 22:20:00,86.2,Pass,88.75,Fail,0.293,Grade B,Pass,HSLA-420,186.6,Pass,0,Pass,525.2,No,Pass,Warning
CHS-00084,18,2025-01-29 22:30:00,90.9,Pass,82.32,Warning,0.208,Grade B,Pass,E350,178.1,Pass,1,Pass,517.2,No,Pass,Pass
CHS-00084,19,2025-01-29 22:40:00,83.7,Warning,83.89,Pass,0.061,Grade A,Pass,IS2062-E250,140.3,Pass,1,Pass,543.1,No,Pass,Pass
CHS-00084,20,2025-01-29 22:50:00,88.7,Pass,83.53,Pass,0.356,Grade B,Pass,IS2062-E250,117.2,Pass,3,Pass,455.9,No,Pass,Pass
CHS-00084,21,2025-01-29 23:00:00,87.4,Pass,84.74,Pass,0.209,Grade B,Pass,E350,177.5,Pass,3,Pass,434.9,No,Fail,Warning
CHS-00084,22,2025-01-29 23:10:00,96.7,Pass,84.31,Pass,0.387,Grade B,Pass,HSLA-340,205.9,Pass,6,Warning,518.8,No,Pass,Pass
CHS-00084,23,2025-01-29 23:20:00,87.7,Pass,87.93,Warning,0.213,Grade B,Pass,HSLA-340,177.8,Pass,4,Pass,486.6,No,Pass,Pass
CHS-00084,24,2025-01-29 23:30:00,97.1,Pass,87.63,Warning,0.281,Grade B,Pass,E350,180.9,Pass,1,Pass,448.1,No,Fail,Warning
CHS-00084,25,2025-01-29 23:40:00,95.1,Pass,85.67,Pass,0.149,Grade A,Pass,IS2062-E250,120.0,Pass,4,Pass,549.9,No,Pass,Pass
CHS-00084,26,2025-01-29 23:50:00,93.6,Pass,84.26,Pass,0.15,Grade A,Pass,HSLA-420,212.2,Pass,6,Warning,443.7,No,Fail,Warning
CHS-00084,27,2025-01-30 00:00:00,86.3,Pass,83.8,Pass,0.4,Grade B,Pass,HSLA-420,215.2,Pass,1,Pass,468.2,No,Pass,Pass
CHS-00084,28,2025-01-30 00:10:00,86.7,Pass,83.96,Pass,0.061,Grade A,Pass,IS2062-E250,128.5,Pass,4,Pass,525.0,No,Pass,Pass
CHS-00084,29,2025-01-30 00:20:00,87.9,Pass,84.84,Pass,0.066,Grade A,Pass,HSLA-340,186.2,Pass,7,Warning,487.6,No,Pass,Pass
CHS-00084,30,2025-01-30 00:30:00,95.8,Pass,83.74,Pass,0.394,Grade B,Pass,IS2062-E250,155.7,Pass,2,Pass,457.1,No,Pass,Pass
CHS-00084,31,2025-01-30 00:40:00,91.3,Pass,80.72,Fail,0.388,Grade B,Pass,HSLA-420,209.0,Pass,2,Pass,510.7,No,Pass,Warning
CHS-00084,32,2025-01-30 00:50:00,86.2,Pass,83.15,Pass,0.256,Grade B,Pass,HSLA-420,214.0,Pass,7,Warning,481.1,No,Pass,Pass
CHS-00084,33,2025-01-30 01:00:00,89.5,Pass,87.16,Pass,0.519,Grade C,Warning,IS2062-E250,126.2,Pass,2,Pass,486.1,No,Pass,Pass
CHS-00084,34,2025-01-30 01:10:00,97.3,Pass,88.73,Fail,0.271,Grade B,Pass,HSLA-420,220.0,Pass,2,Pass,513.3,No,Pass,Warning
CHS-00084,35,2025-01-30 01:20:00,87.3,Pass,82.58,Warning,0.094,Grade A,Pass,HSLA-420,187.7,Pass,4,Pass,539.0,No,Pass,Pass
CHS-00084,36,2025-01-30 01:30:00,83.4,Warning,82.29,Warning,0.226,Grade B,Pass,HSLA-340,207.8,Pass,4,Pass,432.7,Yes,Fail,Warning
CHS-00084,37,2025-01-30 01:40:00,83.3,Warning,82.3,Warning,0.226,Grade B,Pass,HSLA-420,205.3,Pass,8,Warning,516.1,No,Pass,Warning
CHS-00084,38,2025-01-30 01:50:00,98.9,Pass,85.43,Pass,0.243,Grade B,Pass,HSLA-420,197.1,Pass,7,Warning,460.6,No,Pass,Pass
CHS-00084,39,2025-01-30 02:00:00,92.2,Pass,83.09,Pass,0.423,Grade C,Warning,HSLA-340,201.4,Pass,1,Pass,452.8,No,Pass,Pass
CHS-00084,40,2025-01-30 02:10:00,92.5,Pass,83.96,Pass,0.392,Grade B,Pass,IS2062-E250,123.6,Pass,5,Pass,450.4,No,Pass,Pass
CHS-00084,41,2025-01-30 02:20:00,85.4,Pass,85.7,Pass,0.122,Grade A,Pass,HSLA-340,207.8,Pass,3,Pass,502.3,No,Pass,Pass
CHS-00084,42,2025-01-30 02:30:00,86.8,Pass,85.7,Pass,0.229,Grade B,Pass,E350,151.8,Pass,7,Warning,465.3,No,Pass,Pass
CHS-00084,43,2025-01-30 02:40:00,82.8,Warning,83.2,Pass,0.132,Grade A,Pass,IS2062-E250,122.2,Pass,6,Warning,499.0,No,Pass,Warning
CHS-00084,44,2025-01-30 02:50:00,86.4,Pass,86.27,Pass,0.155,Grade A,Pass,E350,183.4,Pass,0,Pass,517.6,No,Pass,Pass
CHS-00084,45,2025-01-30 03:00:00,97.1,Pass,86.58,Pass,0.197,Grade A,Pass,HSLA-420,216.1,Pass,0,Pass,484.8,No,Pass,Pass
CHS-00084,46,2025-01-30 03:10:00,86.3,Pass,86.82,Pass,0.285,Grade B,Pass,E350,171.3,Pass,12,Fail,473.4,No,Pass,Warning
CHS-00084,47,2025-01-30 03:20:00,70.7,Fail,86.45,Pass,0.339,Grade B,Pass,HSLA-340,191.0,Pass,1,Pass,530.8,No,Pass,Warning
CHS-00084,48,2025-01-30 03:30:00,80.2,Warning,88.4,Warning,0.082,Grade A,Pass,HSLA-420,212.8,Pass,9,Fail,469.8,No,Pass,Warning
CHS-00084,49,2025-01-30 03:40:00,96.7,Pass,85.38,Pass,0.17,Grade A,Pass,IS2062-E250,138.5,Pass,4,Pass,483.0,No,Pass,Pass
CHS-00084,50,2025-01-30 03:50:00,96.9,Pass,85.3,Pass,0.219,Grade B,Pass,IS2062-E250,121.3,Pass,1,Pass,410.9,No,Fail,Warning
CHS-00085,1,2025-01-30 04:00:00,80.3,Warning,86.38,Pass,0.195,Grade A,Pass,HSLA-420,196.2,Pass,8,Warning,522.8,No,Pass,Warning
CHS-00085,2,2025-01-30 04:10:00,93.2,Pass,80.14,Fail,0.077,Grade A,Pass,IS2062-E250,125.5,Pass,4,Pass,544.9,No,Pass,Warning
CHS-00085,3,2025-01-30 04:20:00,89.0,Pass,85.69,Pass,0.486,Grade C,Warning,HSLA-340,185.6,Pass,3,Pass,535.1,No,Pass,Pass
CHS-00085,4,2025-01-30 04:30:00,98.4,Pass,85.44,Pass,0.199,Grade A,Pass,HSLA-420,203.7,Pass,2,Pass,520.8,No,Pass,Pass
CHS-00085,5,2025-01-30 04:40:00,70.2,Fail,87.14,Pass,0.242,Grade B,Pass,HSLA-420,195.8,Pass,9,Fail,547.7,No,Pass,Fail
CHS-00085,6,2025-01-30 04:50:00,96.6,Pass,85.82,Pass,0.101,Grade A,Pass,HSLA-420,196.9,Pass,2,Pass,476.8,No,Pass,Pass
CHS-00085,7,2025-01-30 05:00:00,98.0,Pass,89.69,Fail,0.335,Grade B,Pass,E350,183.4,Pass,5,Pass,430.4,No,Fail,Fail
CHS-00085,8,2025-01-30 05:10:00,99.2,Pass,83.84,Pass,0.219,Grade B,Pass,E350,189.7,Pass,0,Pass,465.7,No,Pass,Pass
CHS-00085,9,2025-01-30 05:20:00,88.8,Pass,89.83,Fail,0.098,Grade A,Pass,E350,171.0,Pass,5,Pass,453.5,No,Pass,Warning
CHS-00085,10,2025-01-30 05:30:00,89.1,Pass,81.39,Fail,0.37,Grade B,Pass,HSLA-420,202.2,Pass,2,Pass,457.8,No,Pass,Warning
CHS-00085,11,2025-01-30 05:40:00,96.3,Pass,88.49,Warning,0.197,Grade A,Pass,E350,160.6,Pass,1,Pass,518.9,No,Pass,Pass
CHS-00085,12,2025-01-30 05:50:00,89.3,Pass,88.09,Warning,0.515,Grade C,Warning,HSLA-340,170.9,Pass,0,Pass,477.2,No,Pass,Warning
CHS-00085,13,2025-01-30 06:00:00,90.6,Pass,83.77,Pass,0.42,Grade C,Warning,E350,152.0,Pass,5,Pass,518.4,No,Pass,Pass
CHS-00085,14,2025-01-30 06:10:00,83.3,Warning,83.75,Pass,0.137,Grade A,Pass,E350,163.1,Pass,10,Fail,543.8,No,Pass,Warning
CHS-00085,15,2025-01-30 06:20:00,85.6,Pass,85.64,Pass,0.332,Grade B,Pass,IS2062-E250,119.1,Pass,1,Pass,471.1,No,Pass,Pass
CHS-00085,16,2025-01-30 06:30:00,93.0,Pass,84.35,Pass,0.128,Grade A,Pass,HSLA-420,221.0,Pass,3,Pass,527.7,No,Pass,Pass
CHS-00085,17,2025-01-30 06:40:00,97.4,Pass,86.22,Pass,0.233,Grade B,Pass,HSLA-420,206.5,Pass,0,Pass,418.3,Yes,Fail,Warning
CHS-00085,18,2025-01-30 06:50:00,88.6,Pass,83.27,Pass,0.629,Reject,Fail,IS2062-E250,116.4,Pass,4,Pass,443.0,Yes,Fail,Fail
